CUSTOMER_ID,FIRST_NAME,LAST_NAME,SSN_HASH,DATE_OF_BIRTH,CUSTOMER_SEGMENT,RISK_RATING,REGION_CODE,PRIMARY_EMAIL,PHONE_NUMBER
C0000068,Anthony,Torres,dbd6c1fe38df3a8ee80c107331df7d4b,31JAN1947,PREM,1,NW,anthony.torres68@example.com,555-352-3659
C0000069,John,Perez,f00a9e7b211ba5aea0dbc562a3caea01,25NOV1991,RET,3,W,john.perez69@example.com,555-975-4339
C0000070,Ronald,Lewis,dfbf8ebb36b2fb1eec25e94c7027cbed,17FEB1964,SMB,1,MW,ronald.lewis70@example.com,555-683-3633
C0000071,Donald,Nguyen,f3c54f1a23626f19aafd0b25bc9b5fc5,21OCT1972,RET,2,NW,donald.nguyen71@example.com,555-632-5434
C0000072,William,Brown,a79420a5e2a9e13d44d08c39716ce862,02APR1989,SMB,2,NE,william.brown72@example.com,555-772-3235
C0000073,Jessica,Mitchell,f3f0c2c58eb7122350a4ec8bfcb3c7b6,22JUN1948,RET,5,SE,jessica.mitchell73@example.com,555-300-8451
C0000074,Michelle,Roberts,d54aa2543c9255490634ae2ad90cd21d,29JUL1983,RET,1,W,michelle.roberts74@example.com,555-646-3906
C0000075,Daniel,Martin,be42aff7df8fd3052f06a292ea42d7cc,11NOV1950,PREM,4,MW,daniel.martin75@example.com,555-830-8976
C0000076,Dorothy,Williams,a23c66adda0e60f5407bac930513c7e0,30DEC1947,RET,3,MW,dorothy.williams76@example.com,555-281-7180
C0000077,Brian,Smith,d2cd90024fcd90eeb8cd2e71c565aad0,01FEB1984,RET,4,NW,brian.smith77@example.com,555-562-7490
C0000078,Robert,White,9b1e248b7f66ec588b2818248534f13b,19NOV1961,RET,3,W,robert.white78@example.com,555-520-3777
C0000079,Margaret,Gonzalez,f6c655f89bd3595de71516b1bdfeea32,27JUN1964,PREM,2,SE,margaret.gonzalez79@example.com,555-355-5419
C0000080,Kimberly,Hall,2db6f03a056dcf59999d87c0351db68f,18JUL1953,PREM,6,NW,kimberly.hall80@example.com,555-786-0348
C0000081,Ronald,Davis,0220c7b9ec5aca5e94707622c9869bbf,04FEB2002,SMB,3,W,ronald.davis81@example.com,555-387-3562
C0000082,Mary,Torres,3f83282ee1613d5982864debaa533b53,16AUG1991,RET,1,MW,mary.torres82@example.com,555-300-9878
C0000083,Joseph,Miller,3cad33b4782e791cdee42a56f07879b2,27JUN1987,COMM,2,SE,joseph.miller83@example.com,555-673-3260
C0000084,Donna,Green,182e913811a110f5c2a2008c02d5f075,06OCT1981,RET,4,NW,donna.green84@example.com,555-751-8253
C0000085,Nancy,Green,926f1fa6bb243478bc58a65ecb32a167,25JAN1974,CORP,1,SW,nancy.green85@example.com,555-852-9465
C0000086,Deborah,Mitchell,b70b19361ca0ef74d63650c81ac6af11,08OCT1966,PB,3,SW,deborah.mitchell86@example.com,555-663-3014
C0000087,Charles,Martinez,b8b7749e93adb7b8e69b9a90a4777fc3,16SEP1958,RET,5,SW,charles.martinez87@example.com,555-636-1297
C0000088,Kevin,Green,f81fc78968c2bacd89fad4c86c0d1089,26NOV1959,RET,4,MW,kevin.green88@example.com,555-352-0418
C0000089,John,Taylor,0114d88c07f585b07bed24f80158fda8,10AUG1982,RET,5,NE,john.taylor89@example.com,555-401-6342
C0000090,Michelle,Green,888f5a3b335524533191b8490c9e2d4e,26JUN1950,RET,3,NE,michelle.green90@example.com,555-329-7284
C0000091,Steven,Johnson,720d9eee5b4ff700225980bf3d0347e7,14JUL1950,RET,5,NE,steven.johnson91@example.com,555-261-0910
C0000092,Patricia,Jackson,8047018750a9a34b2ce5c71c24d7947c,10JUL1982,RET,2,SE,patricia.jackson92@example.com,555-354-8283
C0000093,Robert,Lewis,464ed0500288e90fff86ce5f6170aae5,13FEB1955,PB,5,SW,robert.lewis93@example.com,555-666-1898
C0000094,John,Walker,a9b9aeb784e6a91f9ed92b2382ed2183,24MAY1951,PB,7,W,john.walker94@example.com,555-325-3610
C0000095,Melissa,Ramirez,53d2853c65da455006523e211047c157,25JAN1997,RET,1,W,melissa.ramirez95@example.com,555-811-4351
C0000096,Susan,Smith,540d4db92c2b786d295e8b502bf1666f,24JAN1980,PREM,3,SE,susan.smith96@example.com,555-832-7835
C0000097,James,Scott,9949da174c165249618506737f9d2e51,19DEC1987,RET,2,MW,james.scott97@example.com,555-672-1311
C0000098,Elizabeth,Moore,9167e7c3efbc8c2b05458f412a359fb1,04JUN1974,PREM,3,W,elizabeth.moore98@example.com,555-627-0552
C0000099,Lisa,Martinez,8325618156ee63788e79c5eea29d08a1,20AUG1993,RET,7,NW,lisa.martinez99@example.com,555-464-2650
C0000100,Nancy,Lewis,52ccdc27bf97e30ad509a77263f36ba7,03DEC1952,PB,3,SW,nancy.lewis100@example.com,555-251-2297
C0000101,Betty,Taylor,515d9a6b9f5813839826c71f078a0be5,09JUN1997,RET,4,W,betty.taylor101@example.com,555-299-4724
C0000102,Mark,Torres,80a8342f723f6bbe961d2b91c608b02c,21NOV1973,RET,3,W,mark.torres102@example.com,555-354-4064
C0000103,Paul,Wright,f28f48a46244cb8ab3d8e0367277d355,06JAN1985,SMB,3,MW,paul.wright103@example.com,555-421-3728
C0000104,Ronald,Anderson,a2a816f41489d8219a136ed4cc11172a,18DEC1964,RET,3,SW,ronald.anderson104@example.com,555-988-3665
C0000105,Sandra,Clark,f321c7c00c2784a5dd316fc1f6505188,11APR1956,PB,5,NW,sandra.clark105@example.com,555-285-7883
C0000106,Linda,Jackson,e7b73027b6a6437791656a80d3ba567f,09MAR1980,COMM,6,NW,linda.jackson106@example.com,555-347-6929
C0000107,Barbara,Roberts,4a94e28bba4f698129c13935b31572a0,09MAR1956,RET,5,NW,barbara.roberts107@example.com,555-335-6730
C0000108,Matthew,Green,188e6903a4a93fe9ae00fcc086d63236,14SEP1955,PB,4,NW,matthew.green108@example.com,555-324-9172
C0000109,Betty,Campbell,61214408634332e8a1e88c427a5f526e,20APR1957,COMM,3,SW,betty.campbell109@example.com,555-291-1747
C0000110,William,Walker,a7095eb74150346ba3fd374a7dabbec9,14FEB1999,RET,2,MW,william.walker110@example.com,555-242-7770
C0000111,Matthew,Williams,0015a9d4821c8813674fcb33f7c8fac5,18JAN1986,RET,4,MW,matthew.williams111@example.com,555-796-3578
C0000112,Robert,Martin,05e4528982be6e5068e730ffe13ec11d,09MAY1966,RET,3,W,robert.martin112@example.com,555-909-6316
C0000113,Daniel,Taylor,091916f936bae59dc9915ca2a65f9e7a,22MAR1996,RET,3,NE,daniel.taylor113@example.com,555-420-9742
C0000114,Edward,Campbell,d3aba572a39f9caa2b70ed211b619d31,28AUG1967,RET,2,W,edward.campbell114@example.com,555-637-5285
C0000115,Margaret,Thomas,3f7451da5017f5d6e05a47e348285e8b,31JUL1977,PREM,4,SW,margaret.thomas115@example.com,555-697-1683
C0000116,Jessica,Ramirez,4f9d83dd4112ffa0a96cf118404188a7,23JUN1991,RET,6,NW,jessica.ramirez116@example.com,555-338-1682
C0000117,Jennifer,White,f210ff211694ae46edec43c300737337,02MAR1953,RET,4,SE,jennifer.white117@example.com,555-773-4756
C0000118,Kevin,Anderson,e87afac8a983f1b3b9d503d5d50ee3d4,11MAR1965,RET,2,NE,kevin.anderson118@example.com,555-410-3698
C0000119,Kimberly,Hill,c58e6b516ae0e247936122d0605f6be0,27DEC1988,RET,3,NE,kimberly.hill119@example.com,555-436-9264
C0000120,James,Baker,9e55c2a96ab51f365a0cedf2e8c4278c,23APR1976,RET,3,W,james.baker120@example.com,555-635-9607
C0000121,Betty,Johnson,8d1833306c5d294b6ca6b3ab4f0bee5f,07MAR1985,RET,1,MW,betty.johnson121@example.com,555-226-9774
C0000122,Joshua,Lopez,57cc62e5960fd4364651537e63aed09e,04OCT1999,RET,5,NE,joshua.lopez122@example.com,555-361-4809
C0000123,Donna,Nguyen,e8386e5879bc11e47e33a1ffde8f71f7,13JUN1965,RET,3,SE,donna.nguyen123@example.com,555-302-0580
C0000124,Jessica,Hill,d2e05216543f65bde968330d14029a5e,06MAY1985,RET,5,W,jessica.hill124@example.com,555-916-2303
C0000125,Kimberly,Davis,2ecf539935dc1aeacc971980003caf94,12APR1982,RET,3,SW,kimberly.davis125@example.com,555-595-5364
C0000126,George,Robinson,f82798eef113672d26dbfa603dd9a7a8,01OCT1959,RET,2,SW,george.robinson126@example.com,555-690-5204
C0000127,Mark,Green,bdcfe182465ae38de2abbaeb17524c31,13FEB1999,PREM,4,SE,mark.green127@example.com,555-472-2364
C0000128,Susan,Roberts,1f82ed5677f86308fd1297bf9bcc4a6e,26JUL1974,RET,3,NW,susan.roberts128@example.com,555-764-9987
C0000129,Dorothy,Martinez,c4afbf506fb194480e79599944617165,17JUL1947,RET,,SE,dorothy.martinez129@example.com,555-887-4006
C0000130,Robert,Flores,d4bb5e42e727d22faee2afd3bcfad283,23JAN2000,RET,4,SE,robert.flores130@example.com,555-898-8884
C0000131,Anthony,Hernandez,0b41cfb8c822b630ed0881a8605981a6,30MAY1946,SMB,3,NW,anthony.hernandez131@example.com,555-203-5084
C0000132,Emily,Harris,777f43a468d7b52014bdbc450f2595ac,24JAN1966,SMB,4,NW,emily.harris132@example.com,555-618-5699
C0000133,Ashley,Nelson,e577cac7884e4fb423a182dad7c1605e,20SEP1975,RET,2,SE,ashley.nelson133@example.com,555-967-3102
C0000134,Ronald,Rivera,8a3ea71a451b1cb267e30d1c152684e6,13APR1984,RET,,SW,ronald.rivera134@example.com,555-319-5747
C0000135,Margaret,Nguyen,28b01e2cb1f01b8ea0153b23fb3d960c,18NOV1959,RET,3,W,margaret.nguyen135@example.com,555-241-5051
C0000136,Paul,Baker,5a4459174e9daa00edaf8150cad8f0f3,10JAN1972,PREM,6,SE,paul.baker136@example.com,555-381-3894
C0000137,Mark,Sanchez,162b5f1caf9aa3ca7d0ae3c011036cac,02FEB1970,PREM,6,NW,mark.sanchez137@example.com,555-520-5512
C0000138,Thomas,Davis,d9d902b268af763a2f53149c3a129bd1,17OCT1977,RET,4,W,thomas.davis138@example.com,555-668-6472
C0000139,Amanda,Jackson,1ba25bec47c0de746bcf03401e7af5e4,09FEB1959,PREM,3,SE,amanda.jackson139@example.com,555-526-3083
C0000140,Sandra,Anderson,8ae3e1137c83aee6281a06ff96f49d2a,25NOV1953,CORP,2,MW,sandra.anderson140@example.com,555-976-7413
C0000141,Joseph,Thompson,64079d6549615a59f60fedd71729c8b1,21FEB1978,SMB,2,W,joseph.thompson141@example.com,555-591-8177
C0000142,Mark,Clark,ad8ba033f6d9c804ebe2f5e3e3844572,02JAN1970,RET,5,NE,mark.clark142@example.com,555-545-9009
C0000143,Margaret,Gonzalez,648aff36368d70efbf5386d229855801,03AUG1989,RET,2,W,margaret.gonzalez143@example.com,555-633-8909
C0000144,Barbara,Flores,6445d91994d9de39b1c2e0738780f31f,30OCT1966,RET,5,NE,barbara.flores144@example.com,555-856-2951
C0000145,Matthew,Green,414e8c18be59333a32e5f1f48b7c7d62,05MAR1985,RET,5,W,matthew.green145@example.com,555-952-7336
C0000146,John,Clark,5c5b6a3d9ec321d2cf195b8686d4ad06,03OCT1997,RET,3,SE,john.clark146@example.com,555-806-2316
C0000147,Andrew,Jackson,41741033103c74ab25fb6e3af46854be,03MAR1976,SMB,5,SW,andrew.jackson147@example.com,555-929-2077
C0000148,Anthony,Harris,414ef750e6443d18d641b1f466565274,21AUG1948,RET,5,SE,anthony.harris148@example.com,555-805-8791
C0000149,Michael,Baker,3207ae2603e8946ee327b269e5d214c4,28JAN1994,RET,,NE,michael.baker149@example.com,555-382-0938
C0000150,Melissa,Flores,1abd3db1fe4931ae14b4f1a205ccae55,22APR1975,RET,3,SW,melissa.flores150@example.com,555-453-1565
C0000151,Jennifer,Torres,b359b5fd4f4b5ccb2282acaa34858aa4,26JAN1951,RET,2,SE,jennifer.torres151@example.com,555-910-6044
C0000152,Michelle,Adams,abf3b91f0821a3a1df9bb395d43b014a,30MAR1988,PB,6,MW,michelle.adams152@example.com,555-977-0244
C0000153,Karen,Rodriguez,ae10f6df124c5dfd68bbf046fd735eb8,27MAY1976,SMB,3,NW,karen.rodriguez153@example.com,555-689-8320
C0000154,Deborah,Lee,29dc74d5afb509460feb67c285dd56a7,17FEB1959,RET,2,SW,deborah.lee154@example.com,555-254-5672
C0000155,Karen,Ramirez,b14d9b6671650d9fcac675f43dda55c0,30AUG1972,COMM,3,MW,karen.ramirez155@example.com,555-971-2811
C0000156,Anthony,Harris,f766e0ab54921304f979437901cbc2a4,18SEP1987,PREM,2,W,anthony.harris156@example.com,555-487-2209
C0000157,Paul,Lee,78d9c5b38cf5d0686b548342880110b2,04NOV1984,RET,7,MW,paul.lee157@example.com,555-493-8894
C0000158,Deborah,Rivera,557ab850811057cabd6deb3ef703b5bb,16AUG1983,RET,4,SW,deborah.rivera158@example.com,555-498-2594
C0000159,Ashley,Moore,fe590ea5fdbec4572a23928f6a50b85f,29OCT1981,RET,3,NW,ashley.moore159@example.com,555-691-2372
C0000160,Brian,Smith,82a0cfac395dd214c99a392bb51cf84b,11MAY1990,RET,2,SW,brian.smith160@example.com,555-320-3326
C0000161,Edward,Jackson,ea794ebe633a4f19e160ffcacd7be48a,03NOV1947,PB,2,W,edward.jackson161@example.com,555-753-0919
C0000162,Paul,Hall,90721884635b94344cf8e41c9b96045d,12OCT1994,RET,5,MW,paul.hall162@example.com,555-242-1694
C0000163,Paul,Hill,03ce2f7046d850f6ccd63f9d7725fb8f,18FEB1992,RET,4,SE,paul.hill163@example.com,555-810-1403
C0000164,William,Hill,349db2b4b656a04a979ce9c50b86ba77,12MAR1991,PREM,5,SE,william.hill164@example.com,555-345-6095
C0000165,Sandra,Wilson,aa76e934a05f2bafe8f649d4f87b3252,19JUL1949,SMB,4,W,sandra.wilson165@example.com,555-829-6344
C0000166,Daniel,Anderson,0bbe71c5a75d87c2e4de7497f9905712,07JUN1964,RET,3,MW,daniel.anderson166@example.com,555-277-0408
C0000167,Michelle,Smith,3cf95a2e777fc710ec9f9e57d2481311,17FEB1979,RET,2,SE,michelle.smith167@example.com,555-711-0037
C0000168,James,Green,9adc864171c6d0b469c05fdeb93ba07e,18DEC1977,RET,4,SE,james.green168@example.com,555-346-7890
C0000169,Anthony,Martinez,51a97c9abaf55de5fa1998bf2d232dfd,21JAN1998,PB,5,MW,anthony.martinez169@example.com,555-820-0836
C0000170,Edward,Mitchell,4f2b97f756ed5bb229b3ad2e6ce6dafb,12FEB1957,RET,2,W,edward.mitchell170@example.com,555-243-7875
C0000171,Joseph,Hill,3c8599b3caed579dc610c3677c1f525b,22MAR1961,PREM,2,NE,joseph.hill171@example.com,555-332-1310
C0000172,Dorothy,Brown,ac23872095fa8a51e0eccf1db73cc41e,01MAY1985,SMB,2,MW,dorothy.brown172@example.com,555-438-0705
C0000173,Jennifer,Clark,0b6bc77201485dd250dd9e943c09810c,12FEB2002,PREM,1,SW,jennifer.clark173@example.com,555-596-9205
C0000174,Betty,Lee,0649206d3797134e7f7261ca100782a4,31MAR1976,RET,3,SW,betty.lee174@example.com,555-581-1178
C0000175,Richard,Martin,3fc42e7fa393fb82710ba50af63dda6c,17JUL1999,PREM,4,NE,richard.martin175@example.com,555-237-0923
C0000176,Robert,Jackson,03b888d970f21d76effd9932e8ff689b,06APR2000,RET,6,SW,robert.jackson176@example.com,555-323-5448
C0000177,Karen,Jones,dd03bc34692e1737b4f930f79c0c42eb,10SEP1987,RET,,W,karen.jones177@example.com,555-652-0417
C0000178,Sandra,Thompson,3d98ee0ed1d8f230ee589dc342af8298,24AUG1965,RET,1,SE,sandra.thompson178@example.com,555-505-5056
C0000179,Andrew,Carter,16bab9ea4298ee2372766e8055ae6c56,03MAR1965,PREM,5,NE,andrew.carter179@example.com,555-518-1792
C0000180,Matthew,Martin,9753a4f43652a7047b80a1be28256801,19FEB1958,CORP,,NW,matthew.martin180@example.com,555-300-2133
C0000181,Daniel,Green,a44c317eb525dad00315b161667d0fd7,30APR2001,PREM,5,NW,daniel.green181@example.com,555-705-7708
C0000182,Anthony,Miller,1c136b43bb8e8078bd44368b5bbef37f,20JUN1963,SMB,2,NW,anthony.miller182@example.com,555-700-1577
C0000183,Mary,Carter,d2e598e6f3689012b3a2731fd41955bf,24SEP1958,PB,6,MW,mary.carter183@example.com,555-239-0981
C0000184,Edward,King,912411d66633838e553165f77bf25f62,17SEP1964,CORP,5,W,edward.king184@example.com,555-402-3351
C0000185,Mary,Baker,f8005dcc2ebe3b3af5bdf3eb2fd5a6fb,06DEC1978,PB,7,MW,mary.baker185@example.com,555-867-2598
C0000186,Mary,Torres,8fdc8c19d6328e92005ddfa404afb12a,19FEB1970,PREM,2,NE,mary.torres186@example.com,555-398-5754
C0000187,Michael,Sanchez,b7afc0ce53231054dbe254b62f59b819,28MAY1969,RET,3,NE,michael.sanchez187@example.com,555-535-1625
C0000188,Betty,Davis,695792b3b8589907df9e13759315bea4,13FEB1962,SMB,2,NE,betty.davis188@example.com,555-518-2393
C0000189,Jennifer,Taylor,07492766bbb9601c710d8482363ae4ff,10JAN1971,RET,,MW,jennifer.taylor189@example.com,555-238-3753
C0000190,Jennifer,Clark,0069f592d9694e5d56d11630a764e3b7,22JUL1998,SMB,,SW,jennifer.clark190@example.com,555-723-3821
C0000191,Donald,Rivera,72dfebb9a7e66bbe00a51f607a96dabd,31AUG1967,SMB,1,SE,donald.rivera191@example.com,555-964-5846
C0000192,John,Hernandez,8a346aeae28e9cd77d5c51382992c4cd,07OCT1996,SMB,2,W,john.hernandez192@example.com,555-782-9815
C0000193,Joshua,Lopez,aca627edcd1c9fdcf074f72659193ab4,03OCT1960,SMB,2,SW,joshua.lopez193@example.com,555-921-6157
C0000194,Ashley,Smith,e1b1d4b69abf45cd932a893a84183219,11JAN2002,RET,1,SW,ashley.smith194@example.com,555-321-0954
C0000195,Patricia,Nelson,50e392383fbe95434ee7cc6be0287194,07APR1956,RET,3,SW,patricia.nelson195@example.com,555-863-3410
C0000196,Kevin,Walker,b5466a95fe6578ec26836b81c6e4a475,01MAR1986,PB,3,NW,kevin.walker196@example.com,555-486-8921
